,job ID,job title,Company,type,time,location,area,classification,subClassification,potential salary (p.h.)
683,50547427,Project Coordinator,Hudson - Business Support,standard,17, Auckland, Auckland Central,,,37.5
684,50495009,Eastern Bay of Plenty Roving Business Support role,East Bay Chamber of Commerce,standard,26, Bay of Plenty, Rest of Bay of Plenty, Administration & Office Support, Administrative Assistants,
685,50477342,Administrator,Personnel Resources/Temp Resources,standout,28, Bay of Plenty, Tauranga, Administration & Office Support, Administrative Assistants,
686,50481458,Business Operations Manager,GBL Personnel,standout,28, Wellington,, Administration & Office Support, Office Management,
687,50525850,Manager Alliance Française Christchurch,Alliance Francaise de Christchurch,standard,20, Canterbury, Christchurch, Administration & Office Support, Other,
688,50459756,IQP Administrator,SGS New Zealand,standout,30, Canterbury, Christchurch, Administration & Office Support, Records Management & Document Control,
689,50587328,"Controller, Document (Senior & Mid Level)",CPB Contractors NZ,standout,11, Wellington, Rest of Wellington Region, Administration & Office Support, Records Management & Document Control,
690,50501038,Contracts Administrator - Rotorua,Talent ID Business Systems Ltd,standout,25, Bay of Plenty, Tauranga, Administration & Office Support, Contracts Administration,
691,50493641,Business Support Coordinator,Hudson - Business Support,standard,26, Auckland, Auckland Central,,,
692,50481235,Business Co-ordinator,Uxtrata Limited,standard,28, Auckland, Auckland Central, Administration & Office Support, Office Management,
693,50501039,Contracts Administrator - Rotorua,Talent ID Business Systems Ltd,standout,25, Waikato, Hamilton, Administration & Office Support, Contracts Administration,
694,50533722,High-Level Temporary Roles,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,standard,19, Wellington,, Administration & Office Support," PA, EA & Secretarial",
695,50494247,Love the environment? Operations cadet,Lynx Recruitment Ltd Most Innovative Agency of the Year 2019,standout,26, Auckland, Papakura & Franklin,,,27.2
696,50539803,Administrators and Coordinators,Chandler Macleod NZ,standout,18, Wellington, Wellington Central,,,
697,50501037,Contracts Administrator,Talent ID Business Systems Ltd,standout,25, Bay of Plenty, Rotorua, Administration & Office Support, Contracts Administration,
698,50572735,Data Entry Administrator (Temp) #3186,Your People Recruitment Limited,standout,12, Otago, Dunedin, Administration & Office Support, Administrative Assistants,
699,50512721,Register your CV with Personnel Resources / Temp Resources,Personnel Resources/Temp Resources,standard,24, Bay of Plenty, Rotorua, Administration & Office Support, Administrative Assistants,
700,50490283,Contracts Administrator,X4 Construction,standard,27, Northland, Rest of Northland, Administration & Office Support, Contracts Administration,
701,50501057,Customer Service & Sales Support,JOYN,standout,25, Manawatu, Rest of Manawatu, Administration & Office Support, Client & Sales Administration,
702,50625980,Experienced Executive & Personal Assistants,GBL Personnel,standout,4, Wellington, Wellington Central, Administration & Office Support," PA, EA & Secretarial",
703,50487373,"Resource Coordinator - Construction (plant, material, supplies)",Piritahi,standout,27, Auckland, Auckland Central, Administration & Office Support, Administrative Assistants,
704,50597464,Temporary Office Roles,Asset Recruitment Ltd,standout,7, Waikato, Hamilton,,,
705,50475507,Team Administrator,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,standout,30, Auckland, Auckland Central, Administration & Office Support, Administrative Assistants,
706,50508497,Executive Assistant,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,standard,24, Wellington,, Administration & Office Support," PA, EA & Secretarial",
707,50482675,Sales Administrator and Support,Uniform Group (Auckland) Ltd,standout,28, Auckland, Auckland Central, Administration & Office Support, Client & Sales Administration,
708,50490247,Customer Service and Sales Support,Wellfit-Wstar,standout,27, Auckland, Auckland Central, Administration & Office Support, Client & Sales Administration,
709,50490876,Experienced Administrator,Adecco Office,standard,27, Canterbury, Christchurch, Administration & Office Support, Administrative Assistants,
710,50524687,Category Manager,Bidfood,standout,20, Auckland, Auckland Central, Administration & Office Support, Other,
711,50478359,Administrator - Temps,Recruitment Studio,standout,28, Auckland, Auckland Central,,,
712,50488787,Temp Receptionists/Administrators - Ad Agencies/Music Companies,Metro Recruitment Ltd,standard,27, Auckland, Auckland Central, Administration & Office Support, Receptionists,
713,50481639,Graduates with Office Administration Experience!,GBL Personnel,standout,28, Wellington,, Administration & Office Support, Administrative Assistants,
714,50481773,On-site Manager,Stonewood Group Ltd,standard,28, Wellington, Wellington Central, Administration & Office Support, Receptionists,
715,50482020,Business Professional - Temporary Opportunities,Enterprise Recruitment,standout,28, Canterbury, Christchurch, Administration & Office Support, Office Management,
716,50504568,Seeking Executive Support Candidates,GBL Personnel,standout,25, Wellington,, Administration & Office Support, Administrative Assistants,
717,50494221,PA / Team Administrators,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,standard,26, Wellington,, Administration & Office Support," PA, EA & Secretarial",
718,50518469,Temporary Service Coordinator,Graham Consulting,standout,21, Auckland, Auckland Central, Administration & Office Support, Administrative Assistants,
719,50494425,Senior Executive Assistant,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,standard,26, Wellington,, Administration & Office Support," PA, EA & Secretarial",
720,50494228,Executive Assistant,Robert Walters,standout,26, Wellington,,,,
721,50556279,Temporary Office Roles,Asset Recruitment Ltd,standout,14, Waikato, Hamilton,,,
722,50486421,Document Controller - Waikeria,Stellar Recruitment,standard,27, Waikato, Rest of Waikato, Administration & Office Support, Records Management & Document Control,
723,50490062,Key Account Manager,Hays Talent Solutions,standout,27, Auckland, Auckland Central, Administration & Office Support, Client & Sales Administration,
724,50488000,Executive Assistant,one eighty recruitment,standout,27, Wellington, Wellington Central,,,
725,50524865,Temporary Office Roles,Asset Recruitment Ltd,standout,20, Waikato, Hamilton,,,
726,50477118,Temporary Office Roles,Asset Recruitment Ltd,standout,28, Waikato, Hamilton,,,
727,50496571,Executive Assistant,Alpha Recruitment - NZ,standout,26, Wellington,, Administration & Office Support," PA, EA & Secretarial",
